recipe_id,avg_rating,calories
331995,5.0,216.1
144781,4.0,3818.9
367001,5.0,211.5
376402,4.0,15.1
55442,4.0,28.6
290721,4.0,650.6
211469,5.0,646.9
137233,5.0,265.1
38778,4.4,3644.3
447553,4.92,281.8
132192,3.67,409.6
457095,5.0,431.5
417392,5.0,398.9
61182,5.0,3275.5
49337,4.34,419.3
209347,4.75,172.0
14879,4.5,601.6
5290,4.5,3282.6
90488,5.0,953.0
109434,5.0,221.2
126722,4.56,206.0
129954,4.0,3625.0
292911,0.0,65.5
376821,5.0,463.3
211801,5.0,197.4
288961,3.33,262.7
253873,1.0,210.8
197446,4.67,704.6
139247,5.0,3134.2
99475,3.0,599.0
163971,4.63,230.1
179662,5.0,235.3
60522,5.0,340.0
45663,4.0,733.9
17770,5.0,424.8
481117,4.0,365.8
80405,5.0,894.2
487957,5.0,540.0
248813,5.0,125.6
349260,5.0,260.2
14228,4.0,178.3
35941,5.0,408.2
87449,4.83,150.6
14880,4.14,267.4
117744,5.0,369.2
158795,4.25,355.4
209247,4.71,78.4
229075,4.5,340.4
364440,5.0,346.5
119220,5.0,1604.8
234569,5.0,216.8
70920,4.67,365.1
186349,0.0,225.4
191659,5.0,3739.8
134557,3.86,364.2
83407,4.79,384.4
110941,2.5,154.3
45384,2.5,235.5
65866,3.5,523.8
427715,5.0,516.0
432636,5.0,112.7
310647,0.0,168.5
196313,5.0,340.3
223061,5.0,294.6
462495,5.0,466.0
191721,3.33,311.1
158429,3.0,114.8
321713,4.67,332.5
184711,5.0,335.6
426435,5.0,252.3
152882,4.9,2838.8
172640,5.0,241.0
3383,5.0,257.9
21112,4.0,492.2
136234,5.0,1272.3
75110,5.0,229.2
373800,4.0,1566.8
226219,4.89,144.1
262257,4.0,375.1
123555,4.57,317.3
162013,4.8,2825.3
519167,3.33,221.8
216254,3.5,173.8
368584,3.0,183.2
26534,4.71,270.8
130827,4.4,286.4
452574,3.0,527.6
263749,5.0,145.3
204965,5.0,413.3
105681,5.0,596.4
188197,5.0,210.8
23177,4.5,415.9
341765,5.0,846.7
65511,4.0,372.0
217218,4.0,286.1
248117,5.0,394.0
458012,4.0,170.0
140265,5.0,225.0
173659,4.88,20.9
120559,5.0,561.1
418851,5.0,105.0
13531,4.0,1107.7
290859,4.0,478.1
191649,4.0,290.5
24132,4.86,356.0
182780,1.0,182.5
330732,5.0,451.4
493874,5.0,134.5
450994,5.0,122.1
99185,3.5,364.0
96272,5.0,224.8
101436,4.0,397.7
194003,3.5,150.2
131927,4.0,179.8
332699,4.57,193.1
280310,5.0,199.1
170184,4.5,106.3
30508,3.0,171.7
177548,5.0,267.7
277541,4.0,824.0
14562,5.0,637.2
349835,5.0,78.2
74386,4.6,245.5
135715,4.8,345.7
76309,5.0,1269.9
322136,4.33,754.2
15199,4.0,348.2
10166,4.17,388.0
150183,2.0,702.9
216462,4.67,1076.6
70858,4.75,964.5
254502,4.88,1418.7
84714,4.75,116.4
94016,5.0,128.3
292611,5.0,317.8
41008,4.83,126.2
359812,5.0,190.3
75003,5.0,289.6
52137,3.0,367.2
396332,5.0,3286.4
161039,4.43,3508.4
3359,5.0,369.6
173904,5.0,423.3
487898,5.0,502.8
33140,4.5,138.0
55520,4.2,233.8
19235,4.0,260.8
134000,4.0,2716.7
154645,4.5,56.3
377087,5.0,333.9
135054,4.0,607.1
289458,4.0,127.9
25377,4.11,108.5
467038,4.0,219.8
159544,4.0,3061.7
343832,4.5,273.3
113103,4.0,114.4
131075,4.93,1250.9
378142,5.0,193.8
472183,4.0,140.6
505525,3.8,1029.7
296000,5.0,431.0
392122,5.0,253.5
91746,3.4,369.1
353145,4.33,146.6
136432,4.89,495.7
195336,4.33,719.4
327960,4.0,131.4
364083,3.33,669.9
183720,4.0,275.0
441842,5.0,383.3
240542,5.0,246.5
149059,4.0,238.4
208845,4.5,124.6
24945,3.33,32.1
93327,4.5,152.2
299816,5.0,209.2
354090,5.0,229.4
147315,5.0,308.1
164906,5.0,361.3
462738,2.0,120.5
92728,4.5,266.6
95892,3.0,179.8
294110,2.0,259.2
52422,5.0,1763.4
152986,5.0,310.3
75805,5.0,2396.9
363721,4.94,258.6
470280,5.0,123.5
200250,5.0,3458.7
219629,4.0,51.3
125843,5.0,447.5
323121,4.67,2621.9
218474,5.0,229.6
164902,4.5,613.8
449930,3.33,3196.9
25205,5.0,379.2
132729,5.0,3760.4
309742,4.0,921.6
282258,4.5,263.2
238062,5.0,168.1
92369,4.78,445.4
58941,5.0,160.4
92772,2.0,267.8
90648,3.33,244.8
116088,3.75,444.4
365191,3.0,240.1
27908,4.4,1270.5
401,3.0,4680.1
125930,5.0,275.2
134855,4.67,173.1
137370,4.33,111.1
443988,5.0,105.0
209346,4.33,153.8
513585,5.0,705.5
246430,5.0,179.3
42242,4.0,254.4
252419,5.0,505.9
185488,5.0,97.8
178128,3.67,345.6
58884,4.8,181.4
83692,5.0,58.0
307755,4.33,104.2
132482,4.33,85.0
418327,5.0,479.3
157669,5.0,204.3
252516,4.25,279.6
360640,4.29,188.9
67542,4.0,87.3
188253,4.5,302.2
393188,5.0,254.0
517744,3.0,207.0
88374,5.0,229.7
243648,4.0,104.5
257660,5.0,172.9
44597,4.6,280.5
470774,4.0,347.7
412305,5.0,270.9
282836,5.0,307.1
130953,4.67,388.8
146143,3.33,386.8
391230,4.67,122.7
129406,4.0,298.2
256405,4.0,185.3
82992,4.0,191.4
525729,5.0,380.7
77578,5.0,217.4
38807,4.57,313.0
235104,3.0,364.8
426023,5.0,253.3
310727,4.0,249.5
348735,5.0,2678.2
190518,4.0,2818.2
366856,4.5,176.7
447151,4.4,1105.2
127625,5.0,802.9
147426,4.75,1.7
96521,4.47,2493.3
136093,4.62,2000.1
432596,5.0,581.3
374084,5.0,177.8
172625,5.0,540.2
219591,3.8,106.4
449926,5.0,296.0
322019,5.0,152.5
356473,5.0,539.8
135874,4.66,242.7
27790,4.75,1272.3
11329,4.81,482.9
259273,0.0,585.0
129104,3.54,532.1
56120,5.0,5559.4
245256,3.0,305.2
19491,3.9,245.4
111584,5.0,294.0
36272,4.5,701.6
34814,3.0,250.3
336438,4.0,506.0
349749,3.8,239.7
330656,4.33,543.9
151443,5.0,239.7
158940,5.0,179.4
290914,1.0,106.1
421603,4.0,388.0
152894,5.0,200.5
32407,4.29,520.6
98275,4.0,1584.9
271019,3.33,208.1
21588,4.75,192.6
91902,4.67,268.8
237016,4.0,195.5
441320,5.0,196.1
393533,3.33,326.4
358817,5.0,303.9
411333,5.0,558.1
217980,5.0,343.8
34886,4.33,237.7
390645,5.0,353.2
36336,4.64,3095.0
372326,5.0,2894.7
63529,4.0,205.6
418854,4.0,268.4
357270,5.0,73.5
89417,5.0,204.8
206219,4.0,1.1
419850,5.0,225.6
86484,3.76,2493.6
186883,5.0,23.7
155937,4.25,232.3
377361,4.0,306.6
318834,3.0,257.5
29871,4.23,203.1
182785,5.0,77.5
37486,4.88,184.8
113840,3.81,106.2
83435,4.58,2944.1
87437,2.0,239.2
377602,3.5,206.3
189475,0.0,2065.0
290047,4.0,484.3
394669,0.0,157.0
182720,4.33,218.3
148435,3.0,127.8
474617,3.67,427.3
8845,4.78,195.1
32486,4.5,519.5
85718,4.33,419.1
49937,3.53,133.4
169633,2.0,238.0
514723,4.5,38.6
326115,5.0,118.5
463917,4.5,3168.0
189837,4.73,368.0
51264,4.86,266.0
4877,4.36,135.1
252263,5.0,174.2
72534,4.45,164.3
342209,4.38,658.2
20917,4.51,1047.0
78986,4.0,88.2
376227,4.0,89.1
363306,4.5,154.9
285740,2.0,58.1
92832,4.75,182.6
141810,5.0,79.8
379668,4.67,706.5
206211,3.5,227.9
221661,5.0,6299.5
372390,3.67,153.1
179066,5.0,238.0
161939,4.33,218.7
352,4.0,728.9
479300,4.0,203.0
142491,4.75,142.9
134825,3.25,3573.1
236320,5.0,297.0
252937,4.22,319.9
23500,4.75,165.6
203230,4.0,280.5
391327,0.0,60.9
456850,4.0,141.1
455510,4.75,431.3
110871,4.5,696.8
86353,4.48,197.8
14130,4.32,91.5
416347,4.5,1253.3
462758,3.0,159.8
317834,4.0,345.9
387191,3.0,389.5
323042,5.0,724.8
99028,4.5,378.0
288718,4.67,105.0
294690,5.0,111.6
125205,2.67,199.2
120932,4.0,187.7
93253,4.75,137.3
146989,4.33,219.3
477341,5.0,213.7
430146,1.0,180.3
98074,4.67,522.1
327500,4.8,136.6
175606,5.0,201.0
173685,5.0,281.7
245429,3.0,510.2
198453,5.0,158.2
335269,5.0,475.9
194734,5.0,351.4
451902,3.0,1802.6
219994,5.0,634.5
343584,5.0,251.8
196292,4.38,222.9
243434,4.0,128.4
114749,4.39,71.1
139082,4.0,3856.5
278168,5.0,1429.2
513434,5.0,160.2
214349,4.0,400.2
473307,5.0,212.2
221923,3.0,281.9
450654,4.5,485.0
119418,4.71,223.9
89830,4.0,3605.9
100690,4.75,78.0
118208,4.6,458.9
287983,4.0,185.8
90348,5.0,226.1
367486,5.0,395.7
12478,3.86,36.9
66905,2.25,1347.0
66894,2.33,2241.6
270172,4.0,231.7
310259,4.33,1670.8
189416,4.33,218.9
58743,5.0,268.6
57834,3.33,797.0
264484,5.0,175.5
37654,5.0,48.0
88046,4.83,291.7
86207,4.81,268.2
55808,4.83,145.8
127909,5.0,75.2
455435,4.0,662.6
18901,5.0,1330.4
134209,4.8,5341.9
57001,5.0,489.7
364363,5.0,380.6
134135,5.0,89.9
133001,4.0,180.1
223820,4.75,64.2
379493,5.0,164.9
458261,5.0,465.8
365375,5.0,264.2
277708,5.0,373.7
54034,4.0,236.6
164312,4.33,543.2
236987,5.0,260.0
39660,5.0,346.9
322301,4.4,173.4
275526,4.75,366.7
391793,4.0,153.3
167874,3.0,521.2
365449,5.0,312.1
338865,4.0,370.8
535830,0.0,1351.2
204561,5.0,167.1
279368,5.0,714.0
16733,4.59,256.1
157162,4.0,515.8
34480,4.33,491.2
3407,4.75,1436.0
256119,4.0,372.9
184045,4.75,453.1
218112,5.0,566.7
483403,4.5,604.2
185028,5.0,256.1
17356,4.87,479.8
27909,5.0,796.6
381855,5.0,416.6
350896,5.0,257.4
47629,4.0,385.9
52810,3.0,271.5
146775,4.0,234.9
280020,4.5,162.6
255454,3.0,156.8
9416,5.0,201.8
81917,4.0,275.1
31355,5.0,142.0
100356,4.67,589.8
140695,4.0,267.0
161114,3.75,182.4
32045,4.46,147.3
180718,4.15,278.9
156437,5.0,370.5
283564,4.43,102.5
204205,5.0,206.8
101747,3.0,2476.8
55542,4.0,241.3
287392,5.0,229.9
280086,4.33,243.9
431051,5.0,224.8
116086,4.5,315.0
69901,4.0,447.0
342304,4.0,268.9
2699,0.0,1073.4
293573,5.0,315.7
250826,5.0,511.9
343929,2.0,47.4
164737,4.5,241.2
249645,3.0,297.1
470353,5.0,224.1
162249,4.67,106.2
46275,5.0,610.6
444209,4.67,204.7
373787,4.0,199.9
169565,5.0,107.7
38556,4.5,437.6
490280,5.0,173.1
122374,5.0,89.9
129056,5.0,336.6
478714,5.0,338.4
234642,3.67,231.2
4732,5.0,192.2
458492,4.86,176.5
80630,4.67,171.5
217847,4.79,82.4
92007,4.0,235.2
169148,5.0,395.1
51065,2.67,374.6
96819,4.25,181.5
9978,4.14,52.5
377205,5.0,213.1
115552,0.0,160.3
204780,3.75,133.6
151934,4.0,88.7
42012,4.0,120.6
244321,5.0,468.3
374660,5.0,431.1
94666,5.0,382.9
110012,2.0,4233.8
327904,3.78,315.1
308655,5.0,140.9
174553,3.78,484.9
74516,5.0,1925.0
309946,5.0,189.9
11800,4.25,6858.9
501797,5.0,646.7
97521,4.79,1722.5
450982,5.0,410.1
427276,5.0,4811.7
451699,4.0,322.4
130626,4.4,480.2
237364,3.0,491.7
75140,4.15,387.0
166468,5.0,4858.7
416068,5.0,135.8
150534,5.0,226.4
175343,5.0,325.1
260436,5.0,180.6
339941,4.0,255.1
75245,3.0,98.2
452805,4.0,272.9
327825,5.0,126.6
211360,4.0,337.0
316594,5.0,183.9
185363,5.0,43.5
151222,4.33,136.9
317885,4.9,134.6
514820,5.0,159.8
73600,5.0,1285.0
399315,5.0,456.1
47875,4.0,238.4
188037,5.0,289.7
286381,4.0,718.0
338791,4.5,101.1
3377,5.0,700.9
162859,5.0,535.5
133354,5.0,274.4
32431,0.0,285.1
317889,4.0,206.9
152085,5.0,233.6
429589,2.5,313.9
126259,4.79,288.9
29698,5.0,595.5
149964,3.83,100.7
317886,4.5,108.4
17559,4.67,735.1
91848,5.0,722.5
60436,4.86,618.8
341272,4.6,1905.8
244751,5.0,721.1
439862,0.0,573.2
245237,4.0,45.5
231803,4.6,172.7
127498,5.0,296.6
21352,5.0,480.6
197992,5.0,7249.4
175676,5.0,77.7
31086,5.0,2973.4
239885,5.0,453.4
61193,5.0,58.2
138503,5.0,252.7
292936,4.5,45.6
304949,4.5,646.9
223898,5.0,29.3
382572,4.0,182.8
161292,5.0,182.8
187176,4.67,217.4
6838,5.0,1084.8
28770,4.0,481.8
160018,4.0,175.9
505794,5.0,2336.3
281556,4.0,281.2
440156,5.0,50.2
199957,4.0,75.7
211234,4.0,334.8
416922,5.0,588.3
162673,4.4,286.6
20579,4.4,24.2
97010,4.55,209.8
415952,5.0,164.9
291207,4.67,193.8
79409,4.67,6973.5
55262,4.6,268.9
63300,4.0,1837.2
19636,3.0,139.7
256863,5.0,2306.6
2704,5.0,1937.9
374207,4.0,505.9
63475,5.0,288.9
292753,5.0,43.7
427189,5.0,181.1
179201,4.0,448.4
305210,4.88,273.4
357492,2.5,251.3
14095,4.33,145.7
335906,4.33,170.2
108304,4.67,440.5
277308,3.75,171.3
71181,5.0,468.2
520230,4.0,105.0
124025,4.0,2196.3
9321,5.0,2203.5
355249,5.0,329.6
40854,4.25,358.4
434146,5.0,95.8
66089,4.0,234.2
97569,5.0,363.1
272151,4.5,322.3
113615,4.75,316.2
48611,3.88,455.8
87141,5.0,1168.5
11643,5.0,347.4
202675,5.0,542.5
80137,5.0,431.4
227342,0.0,4248.1
228346,4.33,390.2
154748,5.0,866.1
84711,5.0,284.0
103381,3.0,401.0
275540,5.0,569.2
52742,4.0,506.4
151170,5.0,215.8
136798,4.57,501.6
172539,4.83,550.0
326718,5.0,2399.8
87913,1.67,277.4
218022,5.0,252.9
236412,5.0,153.9
392690,4.8,640.4
57419,4.43,504.3
384869,4.5,655.0
278385,4.22,788.4
459215,4.0,373.1
316085,5.0,303.0
157128,5.0,281.2
295611,5.0,213.1
119510,5.0,259.3
522498,5.0,609.1
413684,3.0,394.2
109327,4.29,361.4
127577,4.0,643.9
331110,5.0,238.2
383213,5.0,195.9
448606,5.0,569.5
187708,4.67,580.2
286152,4.0,1984.4
56247,4.19,971.4
198664,4.67,90.5
321724,5.0,206.5
183531,5.0,488.8
424935,4.6,81.0
285726,5.0,57.0
67527,4.33,268.1
333393,4.89,656.8
117477,5.0,386.8
206833,4.14,117.5
21057,4.0,246.9
48697,3.82,173.4
144194,1.5,1211.5
217653,0.0,222.2
429350,5.0,111.5
195561,3.35,91.6
89453,5.0,472.6
348814,5.0,264.3
147289,4.0,551.2
240440,3.4,4330.7
355689,4.0,173.0
268963,5.0,200.6
66437,4.0,2472.2
59711,4.75,113.7
370976,5.0,672.1
53844,4.8,236.0
321480,5.0,233.5
426369,4.0,379.7
456580,4.0,285.3
196396,5.0,1345.9
84352,4.6,233.4
62640,4.0,1016.5
310895,2.5,169.2
157769,5.0,381.1
317856,5.0,180.7
236596,3.43,331.2
15700,4.5,445.7
350594,4.0,57.9
297923,5.0,155.5
228169,5.0,180.6
231676,4.67,205.3
306151,4.0,203.6
97494,4.25,297.7
317891,5.0,161.4
500923,0.0,470.2
7614,4.28,99.7
94528,4.65,174.8
112082,5.0,185.5
359581,4.5,639.2
227289,3.0,900.2
347917,5.0,227.7
219685,5.0,422.7
250648,4.0,495.0
198399,5.0,427.9
63523,4.5,584.8
254282,5.0,426.5
19424,4.56,167.3
53509,4.6,2837.6
477823,5.0,315.7
158604,5.0,303.3
380286,4.75,558.1
303346,5.0,80.9
221558,4.83,154.7
231036,4.0,2613.4
371166,5.0,240.2
67499,4.33,231.3
250593,4.0,190.3
238517,1.0,128.3
332921,5.0,82.3
433789,4.0,145.3
28349,3.0,299.7
323585,5.0,237.3
143484,4.5,169.5
192974,4.5,91.5
332561,5.0,152.3
89726,5.0,36.5
58036,4.67,2077.2
413885,3.0,239.1
60877,4.5,314.0
241362,4.56,176.7
204587,5.0,210.2
121244,5.0,155.6
179676,5.0,741.7
229551,5.0,164.2
174013,5.0,326.9
58899,4.67,370.6
106413,3.0,1681.0
129718,5.0,5533.6
9379,4.0,459.9
208241,5.0,205.2
160227,4.5,210.6
272094,5.0,90.7
490914,3.75,570.3
312803,4.4,299.7
406409,5.0,6154.1
55110,4.07,126.5
264565,5.0,204.8
342390,4.0,346.4
161541,4.5,207.0
100513,4.48,210.6
381419,4.6,115.5
336385,5.0,122.3
12283,5.0,742.4
205363,5.0,159.7
29215,4.39,181.0
407385,0.0,43.0
10502,3.75,56.1
177651,5.0,3754.4
130997,4.14,751.0
291581,5.0,263.8
295739,5.0,633.6
414513,4.0,738.4
246205,5.0,151.1
434566,5.0,936.1
72439,5.0,878.3
169496,2.67,140.7
422998,5.0,256.7
128333,4.67,308.5
457642,5.0,4055.1
115371,5.0,564.0
175362,5.0,177.5
52661,3.6,4162.9
324653,5.0,133.0
357077,4.0,181.5
201263,5.0,3874.8
66836,5.0,417.4
174219,4.6,227.0
195932,4.0,330.1
204210,4.0,242.8
91044,3.25,3681.3
92656,4.9,120.5
251518,4.89,479.2
162372,5.0,277.7
22493,4.83,527.0
64291,4.67,135.7
14521,3.5,990.4
140724,4.0,501.2
294087,5.0,211.6
384601,5.0,228.5
2751,4.67,106.2
413632,4.0,480.3
59903,5.0,3642.8
93858,5.0,447.5
295291,3.8,153.4
304044,4.75,273.7
97517,5.0,154.8
396969,2.5,203.3
42778,5.0,290.8
64954,4.5,256.8
189086,3.83,327.1
471322,4.0,207.5
57572,4.6,3512.5
122366,5.0,162.7
329423,4.0,189.2
303178,4.83,177.0
35199,5.0,52.5
351891,5.0,134.6
436562,5.0,437.2
276494,5.0,304.5
81347,4.72,331.0
450133,4.88,162.7
303045,2.5,328.7
74345,4.75,3156.1
85162,5.0,776.9
391878,4.5,304.4
327877,5.0,481.4
91544,5.0,716.1
34509,4.4,197.0
2928,4.0,211.5
232822,4.89,119.4
209381,5.0,243.9
876,4.75,183.1
133731,5.0,52.5
18219,5.0,520.4
501463,5.0,2811.4
365731,0.0,1582.8
58320,3.33,229.8
325046,5.0,1086.3
170362,4.0,891.9
310929,5.0,175.2
52847,2.0,549.2
191028,4.0,224.9
482833,5.0,1532.1
307156,5.0,563.6
21586,4.8,794.8
348876,3.0,432.8
501870,2.0,909.5
472786,4.5,85.5
480231,4.83,984.6
249183,5.0,80.3
239319,4.4,263.6
62490,5.0,779.5
361070,5.0,366.7
376997,4.33,280.0
248428,4.67,206.7
371907,5.0,275.9
53565,5.0,285.0
317893,4.0,118.7
173666,5.0,516.1
100201,5.0,240.7
457069,4.8,186.2
484314,5.0,745.1
503317,5.0,794.8
287259,5.0,460.5
170567,4.38,226.6
484223,4.83,61.4
109267,5.0,288.9
330056,5.0,183.9
236970,5.0,291.7
129094,4.0,454.6
253113,4.5,1714.4
59889,4.33,196.3
428677,5.0,385.3
368553,5.0,278.6
174806,4.5,206.4
362340,4.75,341.1
428699,4.67,266.2
76771,5.0,359.4
447174,5.0,32.9
53471,4.0,327.3
177644,4.17,826.1
124731,5.0,523.5
3183,0.0,255.3
67347,4.6,260.6
291454,3.1,274.2
245992,4.33,477.1
246342,5.0,306.7
152522,5.0,503.9
16743,5.0,5605.2
27136,4.48,461.9
482120,4.4,744.1
294078,4.8,478.3
90358,5.0,194.9
376493,5.0,418.5
231801,3.67,203.4
423566,5.0,73.0
470498,4.8,426.3
187731,3.71,159.5
521481,3.0,597.8
496163,2.5,23.5
422619,4.0,365.0
295524,5.0,74.2
478656,4.0,71.7
469501,5.0,1773.6
403176,4.82,687.2
143880,5.0,135.1
187508,5.0,593.8
283389,4.0,657.5
45102,4.71,1286.4
137873,4.88,1522.1
326894,4.86,1142.8
484503,5.0,696.1
133270,5.0,3850.4
80464,4.25,168.6
276109,4.5,405.8
403655,4.0,435.5
191379,4.8,114.9
34447,5.0,285.1
492961,5.0,396.6
476986,4.0,469.0
67482,5.0,117.6
285932,4.64,643.6
241805,5.0,155.3
241883,5.0,380.4
241780,5.0,543.9
241647,5.0,278.0
241624,5.0,317.0
398588,5.0,191.7
359374,5.0,1062.5
144749,4.75,960.5
284249,4.62,303.9
396396,5.0,567.1
38348,2.71,608.0
424835,5.0,417.9
347092,5.0,263.7
457811,5.0,154.6
442285,5.0,272.2
81024,5.0,811.9
221137,3.33,1211.2
13408,5.0,764.7
60224,3.7,255.4
302709,5.0,448.1
302786,5.0,407.2
13255,4.5,1191.5
177828,4.0,167.5
69246,4.0,2836.6
77995,2.5,557.4
307820,4.67,427.8
424671,5.0,608.8
297517,4.0,210.5
377471,5.0,282.9
38048,4.29,1289.2
451187,5.0,49.3
87429,5.0,369.4
14113,5.0,69.8
306120,0.0,199.4
133659,4.8,442.5
273691,5.0,309.5
115441,4.14,250.5
9484,3.56,125.9
197387,3.33,436.7
65140,5.0,859.6
369565,5.0,211.3
33839,4.75,330.4
192397,4.5,1256.6
48546,4.5,2043.8
25800,5.0,681.8
159320,0.0,787.4
14520,4.71,400.9
12271,1.5,1569.7
46062,5.0,147.8
44980,5.0,429.9
36137,5.0,724.7
24360,5.0,635.4
164730,3.0,2952.4
497962,5.0,450.8
315199,5.0,178.5
423471,5.0,1052.3
53820,5.0,3522.4
318860,4.67,968.1
50709,4.0,216.9
374206,5.0,210.7
233495,4.6,403.1
21745,4.75,309.4
59181,5.0,96.4
47287,5.0,447.3
114066,5.0,1105.7
32880,4.73,346.9
90550,5.0,428.3
73789,4.0,371.9
447199,3.0,379.7
104428,2.8,73.4
49845,4.67,428.4
275652,4.56,279.1
58567,5.0,372.1
104330,5.0,434.4
210890,5.0,302.2
91782,4.0,353.7
157548,5.0,231.8
109220,4.46,81.9
82288,4.86,307.5
139520,5.0,395.9
388015,5.0,724.7
53764,4.14,3183.3
365106,5.0,111.3
233232,4.0,82.3
88367,5.0,244.0
53389,3.8,126.8
99731,4.28,204.8
12086,5.0,585.9
232728,4.0,2163.5
373537,5.0,786.1
3427,4.0,155.3
222933,5.0,168.7
373771,5.0,293.1
58241,5.0,355.2
373168,4.83,368.6
232666,3.67,644.2
229434,3.0,257.2
62766,5.0,554.5
503054,5.0,235.8
353944,5.0,487.8
38186,4.5,86.5
68707,5.0,388.8
23930,4.75,295.6
22944,4.8,91.1
353205,5.0,141.3
401778,5.0,395.4
340065,4.0,287.6
106554,4.0,215.6
68527,5.0,668.3
167272,4.57,341.6
205907,4.25,571.6
46315,5.0,1140.2
203366,4.0,620.9
219429,5.0,630.3
218830,5.0,907.5
244083,5.0,19.4
116174,4.33,163.8
314702,3.33,510.1
345237,5.0,3.5
212452,4.0,408.1
59688,4.25,271.9
45392,4.6,397.3
83573,5.0,135.9
41112,5.0,369.7
436831,5.0,406.2
434270,5.0,349.2
144467,4.5,36.0
400024,5.0,200.4
189933,2.67,291.7
453533,5.0,136.5
286638,2.5,176.9
175590,5.0,839.1
45648,4.2,454.2
103138,5.0,346.4
177709,4.62,378.0
374964,4.0,353.7
202851,4.33,217.5
10913,4.75,122.5
410656,5.0,188.4
177787,3.0,35.0
267203,4.89,506.3
51182,4.83,361.8
345242,5.0,176.1
61711,5.0,334.8
162258,4.78,232.5
214976,3.5,360.1
453702,4.5,362.4
96429,5.0,305.3
19187,4.9,1021.5
170065,5.0,444.1
63282,4.83,548.7
294735,5.0,532.2
291716,5.0,534.2
17847,5.0,468.7
82232,4.0,570.9
192710,4.0,495.4
52577,5.0,307.1
52014,5.0,463.1
193580,4.67,680.9
251638,4.0,292.5
240265,5.0,112.9
263617,4.33,353.3
380921,4.62,197.6
113802,5.0,274.4
305366,5.0,142.0
211342,4.5,681.6
176975,4.67,586.9
86929,2.33,135.6
69883,3.0,25.2
86769,4.5,208.5
197629,5.0,239.7
154088,4.0,445.9
116402,4.42,940.4
304185,4.33,85.7
460828,5.0,274.2
83572,4.8,514.9
247748,4.75,256.6
499165,5.0,251.0
283686,5.0,294.3
496337,5.0,361.4
141106,5.0,237.8
4973,4.78,333.8
201463,3.75,249.4
138305,4.9,628.3
14938,4.8,527.1
160533,1.5,25.6
125651,4.5,26.0
402770,4.5,541.9
233904,5.0,479.4
123120,5.0,559.5
390574,5.0,805.4
386142,5.0,153.6
96711,4.6,489.2
191221,4.5,557.5
38940,3.75,70.8
161717,5.0,194.7
94291,4.5,259.9
373612,4.5,810.5
147102,4.83,508.9
144334,3.0,93.7
153256,5.0,62.7
220062,1.5,1530.2
185886,4.0,73.5
26027,4.59,337.0
240601,5.0,85.1
91866,4.29,430.7
95170,4.25,264.5
91512,4.12,694.0
109930,3.75,372.4
111871,4.0,395.5
439393,5.0,284.2
8054,4.67,824.9
205166,1.0,522.8
105541,4.6,179.1
63397,4.75,359.2
174159,4.67,338.4
90655,5.0,797.8
177628,3.0,357.6
358347,5.0,577.7
294417,4.6,819.7
183762,4.5,237.2
86406,0.0,6.5
297601,4.0,603.9
291476,4.5,638.9
191430,4.5,300.7
187469,3.5,287.2
282086,4.45,239.5
324081,4.86,363.0
164447,4.2,462.6
457660,5.0,185.3
139172,5.0,151.7
96613,5.0,337.2
413824,3.67,210.0
358964,5.0,16.1
131236,5.0,240.0
71333,4.5,128.7
19154,4.56,288.4
188194,5.0,403.9
70404,4.0,378.4
247985,5.0,82.1
314489,2.0,1605.8
360736,5.0,616.5
177855,4.5,153.5
232487,5.0,440.6
297560,4.5,346.3
146373,4.81,467.7
258494,5.0,139.2
23099,4.67,451.6
62006,5.0,85.3
475855,4.0,309.7
123129,4.33,329.7
166222,4.5,402.0
115261,4.93,205.4
162062,5.0,1095.5
213964,4.5,327.8
376009,5.0,64.5
294437,4.0,467.2
294444,5.0,1552.6
294435,4.5,1046.5
294439,4.0,724.7
294447,5.0,1508.7
294509,5.0,1038.3
294436,5.0,1169.7
384810,5.0,2416.3
22619,4.0,92.3
7054,5.0,2119.9
280512,5.0,908.4
95376,4.31,259.9
242101,5.0,543.3
30949,4.6,554.9
128095,4.6,28.8
81808,5.0,686.0
128182,5.0,235.9
293772,4.5,570.9
10217,4.0,353.3
253307,5.0,25.1
223423,4.0,210.6
482219,4.86,32.0
384805,5.0,504.6
275590,5.0,71.1
7615,4.0,1233.1
6571,4.0,1394.8
100639,4.0,125.5
170103,2.0,429.0
302041,5.0,777.6
153494,4.33,293.7
260281,5.0,153.7
4579,4.5,2034.9
349132,4.0,1284.4
30494,5.0,333.8
414945,5.0,182.4
107862,5.0,281.9
209521,5.0,878.8
354896,5.0,331.6
234097,4.0,296.6
115658,4.0,404.6
94382,4.6,278.0
63765,2.0,270.4
287868,4.0,1572.5
275208,4.0,516.7
400638,5.0,359.8
113761,5.0,2059.2
31603,3.0,555.6
32837,4.55,379.6
68532,4.67,2158.2
274370,4.8,273.7
192192,5.0,225.1
278798,5.0,281.4
369209,4.33,150.6
495329,3.0,570.7
496287,5.0,30.0
312000,4.33,103.6
151860,4.7,88.2
93566,5.0,287.9
377824,2.0,353.9
99294,5.0,299.6
466096,4.0,473.2
261176,4.33,194.4
257144,4.0,245.1
495881,5.0,175.5
323242,5.0,434.6
31446,5.0,430.4
32362,4.67,89.2
381746,4.71,511.2
29700,4.29,82.7
70508,4.29,761.9
216316,3.0,194.2
80303,3.4,108.9
26012,4.0,322.8
17190,3.0,314.6
